platform,topic,content,toxic,toxic_one_hot,toxic_type,toxic_type_one_hot,expression,expression_one_hot,target,length,num_attacked
zhihu,race,然而我当初接触的某服务行业小姐姐表示不论黑白基本比中国人运动时间短，大小也差不多，就是太事儿逼，前戏一小时运动半分钟那种占多数😆我不是人家客户，应该不会是拍我马屁，这种见多识广的还是比较权威的👍️,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 0, 0, 1, 0, 0]",103,1
zhihu,region,转移支付是啥？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",7,0
tieba,lgbt,宇宙畅销反同漫《反同少女泼》改编的反同动画《反同小猪》将于近期开播，依然是邀请银河系反同天王艺人阿泼担任主演。该剧讲述的是一个平凡的反同小学生小猪拯救世界的故事。还等什么呢？快快拿起反同棒，跟随者小猪的步伐一同收集基佬牌吧！,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[1, 0, 0, 0, 0, 0]",112,1
zhihu,lgbt,作为一个gay，我不觉得这种态度有什么问题啊……这篇回答简单说就是：你爱逼逼你逼逼，关我屁事。,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",47,0
tieba,gender,幕刃讲的不是汉语是亩语,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",11,1
zhihu,region,可怕的是、明明两个上海人在公司用上海话聊天、会被其他人举报说这两个人在偷偷骂他。,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",40,1
tieba,gender,谷爱凌还睡10小时了正常人哪行，初中之后哪还有10小时睡眠,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",29,0
zhihu,region,河南有个屁的存在感,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 1, 0, 0, 0, 0]",9,1
zhihu,lgbt,他就是一个小孩子,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",8,0
zhihu,region,这也就是网上，有能耐过来当着我们面说我家乡不好试试，上面的，有一个算一个，蛆,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",38,0
zhihu,region,当时被北方同学问“江西在中国？”我“？？？”,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",22,0
tieba,gender,阿哲，好像陈浩民张卫健吴彦祖古天乐尹正他们的帅我挺欣赏的，至于现在的娘炮，对不起那些女拳拿这些娘炮当例子还说人家嫉妒，真是笑大牙了,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",65,1
zhihu,region,但是上海确实排外歧视很严重啊:-|,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 1, 0, 0, 0, 0]",17,1
zhihu,race,我是女的，大哥。在学校里真没见过女生跟黑人一起的。大部分人都是普普通通来上学的，想法跟我差不多的，现实生活中真的没那么多媚黑女😅。跟同学们去体育中心游泳（游泳必考），来了几个黑人在我们这个泳道游，然后我们赶紧躲到其他泳道去了。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",116,0
tieba,gender,男人是被社会上层打压的奴隶，而女人只是奴隶的仆人，这就很有意思了，男人总是抱怨社会的制度，女人总是抱怨男人占有了她的权利。现在所谓的新时代女性，不过是想从奴隶的仆人位置中跳脱出来，想和男人一起做奴隶。等到新时代女人完全有了和男人差不多的权利，女人也会和男人一样抱怨社会制度。毕竟阶级上层控制着奴隶，制定规则和掌握着奴隶们的资料，下层的奴隶只能遵守规则活活被剥削，上层贵族在享受生活，下层奴隶在受苦受难。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",201,0
zhihu,region,南京人民表示，用历史来嘲讽南京人民的不在少数，最近这事也一样。而且说的都是胡扯的。,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",41,1
zhihu,region,因为在这个事件上，你们拥有东北人的共同身份😅,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",25,0
zhihu,region,嗨嗨嗨😆黑北京的哪有黑上海的多😎,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",21,1
zhihu,lgbt,我也感觉...其实现在表面上多少人接受同性恋，就是跟风而已，跟风瞎yy别人的人更恶心我觉得，就拿我同学的例子来说，别人以为她是同多少想远离她，哪像网上说那么好听,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[1, 0, 0, 0, 0, 0]",80,1
tieba,lgbt,不就是因为觉得自己恶心吗？什么撞号，分出个1啊，0啊的，简直是笑话。自己歧视自己的群体，应该是个垃圾群体吧。你们谈恋爱有多少人能超过三个月？嗯？不肯一起努力，捡现成，摆烂，物质主义，为了金钱抛弃爱情是你们这个群体的永远主旋律，像张国荣，图灵那样优秀的能有几个？恐怕优秀的人才是你们这个群体的少数派吧，不然你们怎么会经常性恋爱，每一段恋爱都逐渐使你们走向孤独终老的最终归宿。哦，我忘了，你们大多数人压根就没有老的机会，这个群体提倡的主要生活方式同样糟糕，你们真的觉得自己能活过五十？好了，我说的应该都是事实吧，死基佬们应该哑口无言了吧。,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]",267,1
tieba,gender,拉到羊圈里围着打。。。。,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",12,0
tieba,gender,朋友们，一个人的立场要看他做什么事，动机其实并不重要，好心做坏事也是坏事，坏心做好事也是好事,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",46,0
zhihu,region,…我记得当初湖北封省的时候……有个省宣传自己防疫多到位什么病毒都进不来，怎么说呢，湖北人看着一群人说“莫挨老子”心里也是不太舒服的，毕竟这又不是普通群众的错🤔,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",82,1
tieba,race,别故意挑起吧友仇恨对抗，你嫁黑人就算了，别怂恿别的女孩和黑人谈恋爱,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",33,1
tieba,gender,好家伙，整活老哥把女拳的活性转然后买抖+推给女拳粉丝炸鱼,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",28,0
tieba,lgbt,男同喜欢封面上的那种?,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[1, 0, 0, 0, 0, 0]",11,1
tieba,gender,万万不要和女人争吵。每争吵一次，你至少有三个错：1.论点本身是错的；2.错在不应该争论；3.错在没有好好道歉。,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]",55,1
zhihu,race,哎，所以你怎么就看不懂我在说啥呢？如果那个中国女孩对内外的择偶标准一致，你说的那些黑人有被选上的可能性吗？如果她不到处发视频求祝福，你觉得除了她家人，还有人会管她找谁吗？如果她没有被 “始乱终弃甚至后边还找人接盘”，那她也算是一人做事一人当了，天底下那么多男性沉迷酒色财气，但没有去祸害别人的那部分人，看到了最多感叹一声就完事了，你会去一个一个拉出来吗？怎么放在女性身上就非得拉不可了？佛渡有缘人，会选这条路，要么是跟佛无缘，要么搭上了别的缘。所以我觉得，管他什么黑人，管他什么艾滋，都是成年人了，自己要选就静悄悄的选，有问题就自己扛着，别到处扰民和坑人，那就是好样的。真正龌蹉的是那些大张旗鼓选了，吃瘪了又哭天喊地要别人来接盘的。而如果你觉得中国女性就要嫁给中国男性的话，那我只能说你咋不去对那些娶了外国女性的中国男性说“中国男性只能娶中国女性”呢？,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 1, 0, 0]",376,2
zhihu,region,朋友说河南人偷井盖很正常,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",12,1
zhihu,race,我也偷了，这拳头劲大🤣,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",15,0
zhihu,region,一个亿的十分之一是一千万，百分之一是一百万，千分之一是十万，万分之一是一万,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",37,0
zhihu,region,我们河南都习惯了……,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",10,0
tieba,race,怎么再次强大啊遥遥无期,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",11,0
zhihu,region,笑死了，怎么全是陕西黑河南的证据，难道河南没黑过陕西，评论区里就一堆吧😆,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",39,1
tieba,gender,圆圈吧出了名的鸡窝都不知道？里面都是卖的还有陪玩的，好多在里明卖。,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",33,1
zhihu,race,出差遇到😅，这波啊，这波是探花大神旅游（出差）搭讪小视频,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",28,0
zhihu,race,我也同意这个观点,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",8,0
zhihu,race,那我们也有鄙视的自由啊，可以鄙视xx癖就不能鄙视媚黑癖吗,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",28,1
zhihu,lgbt,是的，反感和歧视不一样，我反感毁容的人，看着特别恶心，但是我不歧视毁容的人，我觉得他们和正常人都是平等的人,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 0, 1, 0]",53,1
zhihu,region,前面还很同情你 看到高考加分我绷不住了😄,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",23,0
tieba,gender,我先来让她们自己去卷例假不能休然打扮和男性一样去挣一样的钱,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]",29,1
tieba,lgbt,你凭什么假定这位男士的x别？你怎么知道他不是生理上的男x，心理上的女x。照这么说的话，她应该是通讯录才对。,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[1, 0, 0, 0, 0, 0]",53,1
tieba,gender,保安先生干得好！,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",8,0
zhihu,region,有人说莫言笔下的“高密”是文学意义上的“高密”，是托乡土言情怀的“高密”……好嘛，那我们讨论一个反进步反文明的“莫言”又与他何干呢？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",66,0
tieba,race,你早点蛆丝,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",5,0
zhihu,race,网络由于其匿名性可以放大人的恶念🙂,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",20,0
zhihu,lgbt,不是我逻辑混乱，而是你根本不理解我在说什么。对方说因为做某些事情同性恋居多，所以就应该认为所以同性恋都有很高几率去做这个事情。我用强奸来类比，是说如果这种逻辑成立，那么因为大多数强奸案都是男性做的，那么就应该认为男性也都有很高几率去强奸一样。性取向和某些行为根本就不挂钩，就像性别和强奸也不挂钩一样。无论是强奸还是这个人前边提到的行为，都不是性向和性别的原因造成的，而且其他多重原因导致的，用性向或者性别把整个一个人群全都一棍子打死就是有问题的想法。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",225,0
tieba,lgbt,这人还是个op,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",7,0
zhihu,race,？？你确定？？我遇到的找黑人男友的女生都是恨国的😜,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 1, 0, 0]",28,2
zhihu,race,说真的，没害怕，只有痛心，我伤心自己的同胞走上了这样一条路，我替她惋惜，我觉得自己对每一个同胞都是有责任的，她们自甘堕落带给我的只有怒其不争的悲伤,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]",73,1
zhihu,race,也不能支持，随缘😅,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",12,0
zhihu,race,只是发图片要钱，给你们看看这些媚黑女，推特一大堆，国内也有，啥玩意儿,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 1, 0, 0]",34,2
tieba,race,古龙水就含有麝香，合欢香,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",12,0
zhihu,region,卫辉怎么黑的山东忘了？,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",11,1
tieba,race,很美的非洲，非洲人回自己的祖国去吧！,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 0, 1, 0, 0]",18,1
tieba,race,死掉的嗨人是好人,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",8,1
tieba,gender,抖音也在直播,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",6,0
tieba,gender,我看都应该改名了，都应该叫做女权吧,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",17,0
zhihu,race,因为方法“得当”。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",9,0
zhihu,lgbt,人与人尊重是最基本的，古代很多书都有说到,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",20,0
zhihu,race,吴施蒙了解一下，山东大学三陪一的异性学伴了解一下🐶,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 1, 0, 0]",30,2
tieba,race,准确来说这种动不动就删帖是经过虫类及其它们后代虫混亲儿子республиканскоеправительство默许及其跪虫族和香蕉奴在背后搞的鬼,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",73,1
tieba,gender,早就看到了，这个吧甭管他，我就经常和这个吧的吧主和小吧怼过，说真的，我现在都不指望她们不骂男人了，我就指望她们当个人就行，可关键问题是她们这个嘴还硬，那都恨不得灭霸朝她们打个响指人没了嘴还在。,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",96,1
tieba,race,破坏中非友谊，把你抓起来,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",12,0
zhihu,region,有几个东北人吹张是英雄的😓😓至于你这么黑吗😓😓,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",35,1
tieba,gender,支持支持支持，女拳成了全女社区，更支持,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]",19,1
tieba,gender,毛线道理，两个视角的解读情景都不一样。最重要的还是故事里的选择仍是被动接受命运。但只要是人都一定会有被动的时刻，而不仅仅只是奴隶才有。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",67,0
tieba,lgbt,魔怔人还是要早点拉黑,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",10,0
tieba,gender,许多娱乐公司疯狂打造男团，怎么赚钱怎么来，并且内心就以赚钱为首位，毫不考虑影响，内部的崩塌才是最可怕的,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",51,0
tieba,lgbt,所以那张hiv吧的截图到底是不是真的，你从来都没有正面回应过,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",30,0
zhihu,region,先自己调查下好吧，南方系更多好像说的是广东，而且这也是实话，南方系媒体系统性BBC操作还少吗？你一个南方老百姓跟着他们冲锋陷阵啥？大家都是普通老百姓没必要。,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 1, 0, 0, 0, 0]",78,1
zhihu,region,根本不是。南方又不是大草原，土著极多，中原人只能以文化岛的方式存在于“杭州”等几个城市，然后迅速被周围的土著彻底同化。杭州曾经流行过开封话，仍然被土著们同化成了“吴语”。根据基因检测，南方本地人的血统和东南亚基因完全重合。一个中原人，如果子子孙孙都娶土著，中原血统早就消失干净了。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",140,0
tieba,race,哎，只可惜无良媒体竟然还用做他女朋友令人羡慕来形容,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 0, 1, 0]",25,1
tieba,race,确实，乱七八糟的，什么东西都有,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",15,0
tieba,gender,我就是女的，我讨厌杨笠,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",11,1
zhihu,lgbt,别自我意识过剩了。别人看你也一样hui气。,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",21,0
zhihu,region,人和人差别大，不是因为地域的原因，而是家庭环境造就的，同一片地方，不同的家庭，教养出来的人素质就不一样。不知道为什么大家不去找个人原因反而去给地域贴标签，这属于一种惯性思维吗？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",88,0
zhihu,race,那为啥你认为不是黑人的背叛而且我们的背叛呢？,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",22,1
zhihu,region,所有的地域黑都离不开媒体、平台的无耻,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",18,1
zhihu,race,森伽罗人，差的大了。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",10,0
tieba,gender,忽然之间天昏地暗世界可以忽然什么都没有––《忽然之间》莫文蔚,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",30,0
tieba,gender,没人get到意思吗？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",10,0
tieba,gender,借用伟人的一句话改写：时间要打多久，我讲我们不要做决定。……就是说他们要打多久就打多久，一直打到完全胜利！,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",53,0
zhihu,race,现在各高校都是艾滋频发区，那个学校留学生多，那个学校艾滋高。前俩年在各大高校免费发放艾滋测试纸，当天发放当天完。然后引起轰动。具体可以去b站看看,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 0, 0, 1, 0]",72,1
tieba,lgbt,你怎么确定他们就一定会优先选择代孕这种违法手段呢？难道相比代孕这种违法手段？领养不是更好吗？,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",46,0
tieba,lgbt,我不恐同，就是单纯的厌恶，觉得恶心，不为别的，就为txl群体传播x病，还要骗人形婚，毁人一生。运气差一点的，只是被骗婚。运气再差一点，被骗着生个孩子，把孩子也毁了。运气差到爆的，被人骗婚，还被传染上x病，这就是txl群体干的好事。,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]",115,1
tieba,race,中国人对中国人很严苛，但是有些人对外国人点头哈腰献殷勤，送女人给外国人用，这是为什么？,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]",43,1
tieba,lgbt,无所谓了，只要开心就好了管那么多干嘛,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",18,0
zhihu,race,没搜到啊，果然你是信口开河,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",13,0
tieba,gender,很讨厌他们学校,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",7,0
tieba,race,蛤蚧蛤蚧蛤蚧蛤蚧蛤蚧！！！！,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",14,0
tieba,race,记得看过一本隐喻黑人的悬疑小说，揭示了黑人的丑恶嘴脸，主角好像叫肖万来着，还是肖旺,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",41,1
tieba,lgbt,作为正常取向的同性恋。不管异性恋出没出柜，都跟本宫没有任何关系,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[1, 0, 0, 0, 0, 0]",31,1
tieba,race,因为父亲失踪啦,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",7,0
tieba,gender,因为电脑不会生孩子警告，也不会要这要那还说你坏话,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",24,0
tieba,race,我做不了吧主。坚定反黑。,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]",12,1
zhihu,race,嫁给他，就跟他回非洲啊。黑人敢打我们的抗疫英雄，洗不白了。举报三非，收入不菲,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 1, 0, 0]",38,2
zhihu,race,那应该也挺帅的了，我见着的黑人几乎都是没有头发然后看不清五官🤣,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",35,0
tieba,race,开场就一个黑人，占领中国全靠生,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 0, 1, 0, 0]",15,1
zhihu,race,批站，翻墙看,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",6,0
zhihu,race,借个楼，其实妹子还是哥们谈白谈黑也就算了，最主要就是谈个黑的白的就对其他人骑脸输出优越感，没有满足他们的条件就是国人国民性不堪，现在集体抵制谈黑的白的局面也是对这些人的求锤得锤了。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",90,0
zhihu,race,中国男性外娶，九成九都是东亚或者东南亚的亚裔人种。还得跟这群非洲印度来者不拒的比？？？,1,"[0, 1]",2,"[0, 0, 1]",2,"[0, 0, 1, 0]","[0, 0, 1, 1, 0, 0]",43,2
tieba,race,几个可爱的小孩子。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",9,0
zhihu,region,孩子倒是很有理想👍,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",11,0
zhihu,race,原谅？😆什么🐢楠,1,"[0, 1]",2,"[0, 0, 1]",1,"[0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]",11,1
zhihu,region,内蒙不错啦，地广人稀资源多竞争小。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",17,0
zhihu,region,就这次郑州暴雨，百度有人提问：安徽雨也很大，为什么不像郑州这么严重？有人回应：因为安徽人不坏。真的服。,1,"[0, 1]",2,"[0, 0, 1]",3,"[0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]",51,1
zhihu,lgbt,所以你一直看一个中年啤酒肚人字拖大叔和肥胖宽腰垂胸大妈天天搂搂抱抱亲亲的同样恶心吧。所以是个人形象的问题而不是同性的问题啊。,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",62,0
tieba,race,什么动物表演,0,"[1, 0]",0,"[1, 0, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",6,0
tieba,gender,人家发个表白墙碍着打拳什么事了？现在大学里男生果然变态很多呀，还偷拍别人，建议报警,1,"[0, 1]",1,"[0, 1, 0]",0,"[1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]",41,0
